MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0.42480585463931075,-0.07988542362292535,-0.1296238281015385,1,0.6611357530059715,0.02619812585310452,0.21182017050190965,0.6585056898524718,-0.5176493983218948,1.0529594334546615,0.8803616537560043,1.2076350258223398,1.0947734624958694,-0.20609343776381456,0.4926596752168203,0.15233716511784748,-0.5518226519101191,1.166596010039083,0.7816566482622859,-0.2374802590282523,-0.35561684242672276,-0.3397271630144745,-0.47376589778315586,0.8922766372567602,1,-0.8064939792419237,1.1828288682931278,-0.13369555824828483,0.5395630328862762,1.1138859515324988,-0.24309956993183335,0.7935456723272978,1.2296987080048793,0.16389442501376178,-0.20775575667510876,0.7411268583327028,0.9218118550810168,0.22092740956508056,-0.9522312637608562,-1.006993135232909,0.24965969119351464,0.3206845167296994,0.3131587769682692,0.3579733313013207,0.2632726431623998,0.2641559863351275,0.28365718925581795,-0.9453309724443882,0.8484588607774922,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,-1.6015780531759132,0.13837519683794053,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.1239879429916257,0.5581933127358744,0.11881903345014072,1,0.6611357530059715,0.02619812585310452,0.21182017050190965,-0.0682931714684247,2.1778249686542592,0.15842792459851568,-0.4281151589661407,-0.8055703553696769,-0.6843020300028945,-0.20609343776381456,0.4926596752168203,0.15233716511784748,1.9555244184044773,0.6918829252952977,0.8905400462712296,-0.2374802590282523,-0.35561684242672276,0.002819440529055496,0.5049247215514256,0.8922766372567602,1,0.4282262388286959,-0.8687474866192666,-0.13369555824828483,-0.38031967632478936,-0.8195018071989099,4.01852712931632,0.7935456723272978,-0.7602021979564014,0.16389442501376178,-0.20775575667510876,-0.7701500080296483,-0.31632880333273006,0.22092740956508056,0.6059653496659992,0.6507366252144916,0.2418582455982483,0.3206845167296994,0.3131587769682692,-0.056795353389920956,0.2632726431623998,0.2641559863351275,0.28365718925581795,1.2512862002333904,-1.0719202697430854,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,-0.4901545398344179,-0.614427179989281,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42480585463931075,0.05861310338106091,0.4276427183334812,1,-0.9092662826827731,0.02619812585310452,0.21182017050190965,0.6585056898524718,-0.5176493983218948,0.9866978402060581,0.83189954958111,1.1354423030919476,1.0947734624958694,-0.20609343776381456,0.4926596752168203,0.15233716511784748,0.5576961018705584,1.166596010039083,0.6569624360809232,-0.2374802590282523,-0.35561684242672276,0.23085163106006182,-0.3194895439964238,0.8922766372567602,1,-0.5771863130627399,1.1870643047874947,-0.13369555824828483,0.6712490828090064,1.1138859515324988,-0.24309956993183335,0.7935456723272978,1.2296987080048793,0.16389442501376178,-0.20775575667510876,0.7411268583327028,-0.31632880333273006,0.22092740956508056,0.6059653496659992,0.6507366252144916,0.24908542146311968,0.3206845167296994,0.3131587769682692,0.6407701617726218,0.2632726431623998,0.2641559863351275,0.28365718925581795,-0.9453309724443882,0.6781875615071403,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,0.9917434779542423,0.13837519683794053,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6452924647203785,-0.32534330667875117,0.10865134268870437,1,-0.9092662826827731,0.02619812585310452,0.21182017050190965,0.6585056898524718,-0.5176493983218948,-1.8625506694838878,-0.7188877840155062,-0.8055703553696769,-0.6843020300028945,-0.20609343776381456,-0.3065521208576479,1.1218470290659583,-0.5518226519101191,0.6918829252952977,0.38655550331080807,-0.2374802590282523,-0.35561684242672276,0.34845105101976176,-0.7148227005749247,-0.1501427033845514,1,-0.438515562394997,1.1458341281671212,-0.13369555824828483,0.5519341463917938,1.1138859515324988,-0.24309956993183335,-1.0256203500833942,-0.7602021979564014,0.16389442501376178,-0.20775575667510876,0.7411268583327028,0.3027415258741434,0.22092740956508056,0.6059653496659992,1.2033132120302918,0.24822294029092815,-0.8005577503971629,1.6521191781991682,0.8010216990396924,0.2632726431623998,0.2641559863351275,0.28365718925581795,-0.9453309724443882,0.5955114979678612,2.842189921418297,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,-1.6015780531759132,-1.3672295568165025,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42480585463931075,0.7083767861051032,0.889294875515125,1,-0.9092662826827731,0.02619812585310452,0.21182017050190965,1.3853045511733684,-0.5176493983218948,0.9535670435817564,0.7349753412313215,1.4277272740435212,1.0947734624958694,-0.20609343776381456,0.4926596752168203,0.15233716511784748,1.344912185644143,1.166596010039083,0.7566119104694836,-0.2374802590282523,-0.35561684242672276,0.2961556794807412,0.2228882622850561,0.8922766372567602,1,0.11871703275095805,1.2464162223986264,-0.13369555824828483,1.2998736938900382,1.1138859515324988,-0.24309956993183335,0.7935456723272978,1.2296987080048793,1.389320433578196,-0.20775575667510876,0.7411268583327028,1.5408821842878904,0.22092740956508056,0.6059653496659992,0.6507366252144916,0.24879807142606233,0.3206845167296994,1.6521191781991682,1.715398117563566,0.2632726431623998,0.2641559863351275,0.28365718925581795,1.082601677813432,0.9952706577100349,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,2.1031669912957374,0.13837519683794053,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.16475200797433512,0.7448181820205217,0.8693940646109072,1,-0.9092662826827731,0.02619812585310452,0.21182017050190965,-0.7950920327893213,-0.5176493983218948,0.7216514672116445,0.49266482035685016,-0.8055703553696769,-0.6843020300028945,-0.20609343776381456,0.4926596752168203,0.15233716511784748,-0.5518226519101191,1.166596010039083,0.7937374963091333,-0.2374802590282523,-0.35561684242672276,-0.7942702029206921,-0.6183999794582171,0.8922766372567602,1,-1.0375881745437094,1.0580093972800466,-0.13369555824828483,-0.1494361359672814,1.1138859515324988,-0.24309956993183335,-1.0256203500833942,1.2296987080048793,-2.286957592115107,-0.20775575667510876,-0.7701500080296483,-0.9353991325396035,0.22092740956508056,-0.9522312637608562,-1.006993135232909,0.24678259121052437,-0.8005577503971629,0.3131587769682692,0.03747025676717942,0.2632726431623998,0.2641559863351275,0.28365718925581795,0.48566225969230703,0.5259335306719753,-0.40456672185072784,8.522961640702945,-0.29298737711913475,-0.06426931265369193,5.152178245977657,1.3622179824014073,0.891177573665162,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.1239879429916257,0.3596737056612769,0.21459154603027597,1,0.6611357530059715,0.02619812585310452,0.21182017050190965,1.3853045511733684,-0.5176493983218948,1.0860902300789632,0.9772858621057928,1.187783783098729,1.0947734624958694,-0.20609343776381456,1.1456632597264602,0.15233716511784748,1.344912185644143,1.166596010039083,1.0029469739456742,-0.2374802590282523,-0.35561684242672276,0.06190257703176293,1.5270055653885255,0.8922766372567602,1,1.3648924868937469,-0.8687474866192666,-0.13369555824828483,0.5110950846782205,1.1138859515324988,-0.24309956993183335,0.7935456723272978,-0.7602021979564014,0.16389442501376178,-0.20775575667510876,0.7411268583327028,0.3027415258741434,0.22092740956508056,0.6059653496659992,1.2033132120302918,0.249946611173128,0.3206845167296994,0.3131587769682692,0.7727420159925623,0.2632726431623998,0.2641559863351275,0.28365718925581795,1.1914557255149973,0.817426984462279,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,0.6212689735070773,-0.614427179989281,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42480585463931075,0.5581933127358744,0.27129859094142555,1,-0.9092662826827731,0.02619812585310452,0.21182017050190965,0.6585056898524718,0.38084205733682325,0.059035534725610586,-0.5735014714908235,1.284453665696513,-0.6843020300028945,-0.20609343776381456,0.4926596752168203,0.15233716511784748,0.5576961018705584,0.6918829252952977,0.8471877736519687,2.987002417965163,1.5389778725122913,-0.1441799784211956,0.13128667722418394,0.8922766372567602,1,0.011354309541894802,1.2255325064084557,-0.13369555824828483,1.14728025174644,1.1138859515324988,-0.24309956993183335,0.7935456723272978,1.2296987080048793,0.16389442501376178,-0.20775575667510876,-0.7701500080296483,0.3027415258741434,0.22092740956508056,2.164161963092855,0.6507366252144916,0.240984849701916,0.3206845167296994,0.3131587769682692,0.05632337879859949,0.2632726431623998,0.2641559863351275,0.28365718925581795,1.1601098791354107,1.4049065843886563,2.7404661184712906,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,4.5881610553550125,1.7326924868485725,0.891177573665162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.16475200797433512,-0.8227035630842765,-0.7577473219364868,1,0.6611357530059715,0.02619812585310452,0.21182017050190965,0.6585056898524718,-0.5176493983218948,-1.3324579234950606,-1.6881298675133916,-0.8055703553696769,-0.6843020300028945,-0.20609343776381456,-0.3065521208576479,0.15233716511784748,-0.5518226519101191,-1.206969413679844,-1.413075056481911,-0.2374802590282523,-0.35561684242672276,0.6537809241046972,-0.24235136710305777,-0.1501427033845514,1,-0.24277142055773912,1.1442241236107182,-0.13369555824828483,0.6508332731833296,-0.8195018071989099,-0.24309956993183335,0.7935456723272978,-0.7602021979564014,-1.0615315835506725,4.332944472852419,-0.7701500080296483,0.9218118550810168,-0.9426551857805582,2.164161963092855,0.6507366252144916,0.22861596251149877,-0.8005577503971629,0.3131587769682692,-0.019089109327080803,-0.6284369978400717,0.2641559863351275,0.28365718925581795,0.7928901550841067,-1.0719202697430854,2.6792026555763533,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,-0.8606290442815829,0.13837519683794053,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0826013255292506,-0.8832045676093497,-0.38271779775849335,1,0.6611357530059715,0.02619812585310452,0.21182017050190965,-0.7950920327893213,0.38084205733682325,-1.0674115505006472,-1.6881298675133916,-0.8055703553696769,-0.6843020300028945,-0.20609343776381456,-0.3065521208576479,0.15233716511784748,-0.5518226519101191,1.166596010039083,0.8440614873103881,-0.2374802590282523,-0.35561684242672276,-0.37667761906299313,-0.14833921401426792,0.8922766372567602,1,-0.07603957578496791,-0.8687474866192666,-0.13369555824828483,-0.8602237953687041,1.1138859515324988,-0.24309956993183335,-1.0256203500833942,-0.7602021979564014,-1.0615315835506725,4.332944472852419,-0.7701500080296483,-0.9353991325396035,0.22092740956508056,2.164161963092855,0.6507366252144916,0.2309925406337645,0.3206845167296994,-1.0258016242626298,-1.2586818828929507,0.954936375763471,0.2641559863351275,0.28365718925581795,-0.9453309724443882,-0.32303964445826494,-0.40456672185072784,-0.12861100345604037,-0.29298737711913475,-0.06426931265369193,-0.1906168183130959,-1.972052557623078,0.13837519683794053,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
